OBJECTID,PEDON_ID,LAYER_ID,U_DEPTH,L_DEPTH,COLOUR_1,COLOUR_2,CONSIS_DRY,CONSIS_MST,CONSIS_PLS,CONSIS_WET,MOTTLE_FRQ,MOTTLE_SZE,ROOT_FREQ,ROOT_LOCTN,ROOT_ORIEN,ROOT_THICK,S_PRM_GRAD,S_PRM_KIND,S_PRM_MOD,S_PRM_SIZE,S_SEC_GRAD,S_SEC_KIND,S_SEC_MOD,S_SEC_SIZE,SALINITY,EFFERVESC
211,1911,3,15,28,100yr6040,100yr7030,Loose,Loose," "," "," "," "," "," "," "," ",None,"Single grained"," "," "," "," "," "," "," "," "
212,1911,4,28,61,100yr6030,100yr8020,Loose,Loose," "," ",Common," "," "," "," "," ",None,"Single grained"," "," "," "," "," "," "," "," "
213,1911,5,61,91,100yr7030,100yr8020,Loose,Loose," "," ",Common," "," "," "," "," ",None,"Single grained"," "," "," "," "," "," "," "," "
214,1912,2,0,5,100yr5035," "," ",Loose," "," "," "," "," "," "," "," ",None,"Single grained"," "," "," "," "," "," "," "," "
215,1912,3,5,18,100yr3040," "," ","Very friable"," "," "," "," "," "," "," "," ",Moderate,"Angular blocky"," ",Medium," "," "," "," "," "," "
216,1912,4,18," ",100yr6030," "," ",Friable," "," "," "," "," "," "," "," ",Weak,Platy," ",Coarse," "," "," "," "," ",Strong
217,1914,1,23,0," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
218,1914,2,0,10,100yr6520,100yr7020,Loose,Loose," "," "," "," "," "," "," "," ",None,"Single grained"," "," "," "," "," "," "," "," "
219,1914,3,10,25,100yr4030,100yr5025,Loose,Loose," "," "," "," "," "," "," "," ",None,"Single grained"," "," "," "," "," "," "," "," "
220,1914,4,25,36,100yr6040,100yr6035,Loose,Loose," "," "," "," "," "," "," "," ",None,"Single grained"," "," "," "," "," "," "," "," "
221,1914,5,36," ",100yr6010,100yr8020,Loose,Loose," "," "," "," "," "," "," "," ",Weak,Granular," ","Very fine"," "," "," "," "," ",Moderate
222,1915,2,0,20,100yr2010,100yr2020," ",Friable," "," "," "," "," "," "," "," ",Moderate,Granular," ",Medium," "," "," "," "," ",Moderate
223,1915,3,20,51,100yr8010," "," ",Friable," "," "," "," "," "," "," "," ",Weak,Granular," ",Fine," "," "," "," "," ",Moderate
224,1915,4,51,71,100yr8010," "," ",Firm," "," "," "," "," "," "," "," ",None,Massive," "," "," "," "," "," "," ",Weak
225,1915,5,71," ",100yr8010," "," ","Very firm"," "," "," "," "," "," "," "," ",None,Massive," "," "," "," "," "," "," "," "
226,1916,2,0,13,100yr4040,100yr5040,Loose,Loose," "," "," "," "," "," "," "," ",None,"Single grained"," "," "," "," "," "," "," "," "
227,1916,3,13,33,100yr5060,100yr7060,Loose,Loose," "," "," "," "," "," "," "," ",None,"Single grained"," "," "," "," "," "," "," "," "
228,1916,4,33,48,100yr6070,100yr7040,Loose,Loose," "," "," "," "," "," "," "," ",None,"Single grained"," "," "," "," "," "," "," "," "
229,1916,5,48,53,100yr4040,100yr6040,Loose,Loose," "," "," "," "," "," "," "," ",None,"Single grained"," "," "," "," "," "," "," ",Weak
230,1916,6,53," ",100yr4040,100yr6040,Loose,Loose," "," "," "," "," "," "," "," ",None,"Single grained"," "," "," "," "," "," "," ",Moderate
231,1917,2,0,5,100yr3020,100yr4010,Loose,Loose," "," "," "," "," "," "," "," ",None,"Single grained"," "," "," "," "," "," "," "," "
232,1917,3,5,13,100yr4040,100yr5030,Loose,Loose," "," "," "," "," "," "," "," ",None,"Single grained"," "," "," "," "," "," "," "," "
233,1917,4,13,41,075yr4040,100yr5040,Loose,Loose," "," "," "," "," "," "," "," ",None,"Single grained"," "," "," "," "," "," "," "," "
234,1917,5,41,76,075yr5060,100yr5080,Loose,Loose," "," "," "," "," "," "," "," ",None,"Single grained"," "," "," "," "," "," "," "," "
235,1917,6,76," ",100yr7030,100yr6040,Loose,Loose," "," "," "," "," "," "," "," ",None,"Single grained"," "," "," "," "," "," "," ",Weak
236,1918,2,0,8,100yr5020,100yr6020,Loose,Loose," "," "," "," "," "," "," "," ",None,"Single grained"," "," "," "," "," "," "," "," "
237,1918,3,8,51,100yr5060,100yr6020,Loose,Loose," "," "," "," "," "," "," "," ",None,"Single grained"," "," "," "," "," "," "," "," "
238,1918,4,51,66,100yr6060,100yr7040,Loose,Loose," "," "," "," "," "," "," "," ",None,"Single grained"," "," "," "," "," "," "," "," "
239,1919,1,0,15,100yr3010,100yr4010,Loose,"Very friable"," "," "," "," "," "," "," "," ",Weak,Granular," ",Fine," "," "," "," "," ",Weak
240,1919,2,15,46,100yr4030," ",Loose,"Very friable"," "," "," "," "," "," "," "," ",None,"Single grained"," "," "," "," "," "," "," ",Moderate
241,1919,3,46,76,100yr6030," ",Loose,Loose," "," "," "," "," "," "," "," ",None,"Single grained"," "," "," "," "," "," "," ",Moderate
242,1919,4,76," ",100yr7030," ",Loose,Loose," "," "," "," "," "," "," "," ",None,"Single grained"," "," "," "," "," "," "," ",Weak
243,1920,1,0,15,100yr3020,100yr5010,"Slightly hard","Very friable"," "," "," "," "," "," "," "," ",Weak,Granular," ",Fine," "," "," "," "," ",Weak
244,1920,2,15,31,100yr4030," ",Hard,Friable," "," "," "," "," "," "," "," ",Weak,Granular," ",Fine," "," "," "," "," ",Weak
245,1920,3,31,33," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
246,1920,4,33,61,100yr4010," "," ","Very friable"," "," "," "," "," "," "," "," ",Moderate,Granular," ",Medium," "," "," "," "," ",Weak
247,1920,5,61,91,100yr3010," "," ",Firm," "," "," "," "," "," "," "," "," ","Sub-angular blocky"," ",Medium," "," "," "," "," ",Weak
248,1921,1,1,0," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
249,1921,2,0,15,100yr7010,100yr8010,Loose,Loose," "," "," "," "," "," "," "," ",None,"Single grained"," "," "," "," "," "," "," "," "
250,1921,3,15,23,100yr5040,100yr7030,Loose,Loose," "," "," "," "," "," "," "," ",None,"Single grained"," "," "," "," "," "," "," "," "
251,1921,4,23,38,100yr6030,100yr7040,Loose,Loose," "," ",Common," "," "," "," "," ",None,"Single grained"," "," "," "," "," "," "," "," "
252,1921,5,38," ",100yr8020,100yr8010,Loose,Loose," "," ",Common,Medium," "," "," "," ",None,"Single grained"," "," "," "," "," "," "," "," "
253,1922,1,0,15,100yr3020,100yr4020,"Slightly hard",Friable," "," "," "," "," "," "," "," ",Moderate,Granular," ",Medium," "," "," "," "," ",Weak
254,1922,2,15,20,100yr5040," ",Loose,"Very friable"," "," "," "," "," "," "," "," ",None,"Single grained"," "," "," "," "," "," "," "," "
255,1922,3,20,71,100yr6030,100yr4030,"Slightly hard",Friable," ",Sticky," "," "," "," "," "," ",Weak,Granular," ",Fine," "," "," "," "," ",Moderate
256,1922,4,71," ",100yr6030,100yr5030,Soft,"Very friable"," "," "," "," "," "," "," "," ",Weak,Granular," ",Fine," "," "," "," "," ",Moderate
257,1923,1,1,0,050yr2020," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
258,1923,2,0,3,100yr2010,100yr3010,Soft,Friable," "," "," "," "," "," "," "," ",Weak,Granular," ",Fine," "," "," "," "," "," "
259,1923,3,3,5,100yr4020,100yr5010,"Slightly hard",Firm," "," "," "," "," "," "," "," ",Weak,Granular," ",Fine," "," "," "," "," "," "
260,1923,4,5,10,100yr3040,100yr4030,Hard,"Very firm"," "," "," "," "," "," "," "," ",Moderate,Granular," ",Fine," "," "," "," "," "," "
261,1923,5,10,25,100yr5030,100yr6030,Loose,Loose," "," "," "," "," "," "," "," ",Weak,Granular," ",Coarse," "," "," "," "," ",Weak
262,1923,6,25,36,100yr6020,100yr7020,"Very hard",Friable," "," "," "," "," "," "," "," ",Weak,Granular," ",Fine," "," "," "," "," ",Moderate
263,1926,1,0,8,100yr2010,100yr2010,Loose,"Very friable",Slightly," "," "," "," "," "," "," ",Moderate,Granular," ","Very fine"," "," "," "," "," ",Weak
264,1926,2,8,31,100yr6030,100yr7030,"Slightly hard",Friable,Nonplastic," "," "," "," "," "," "," ",Moderate,Granular," ",Fine," "," "," "," "," ",Moderate
265,1926,3,31,51,100yr6530,100yr7030,Soft,Friable,Nonplastic," ",Few," "," "," "," "," ",Moderate,Granular," ",Medium," "," "," "," "," ",Moderate
266,1926,4,51," ",100yr7030,100yr7020,Loose,Loose,Nonplastic," ",Few," "," "," "," "," ",None,"Single grained"," "," "," "," "," "," "," ",Weak
267,1927,1,0,28,100yr2010,100yr2515," ",Friable," "," "," "," "," "," "," "," ",Strong,Prismatic," ",Coarse," "," "," "," "," ","Very weak"
268,1927,2,28,46,100yr3520," "," ",Friable," "," "," "," "," "," "," "," ",Weak,"Sub-angular blocky"," ",Coarse," "," "," "," "," ","Very weak"
269,1927,3,46,58," ",100yr5525," ",Loose," "," "," "," "," "," "," "," ",None,Granular," ","Very fine"," "," "," "," "," ",Weak
270,1927,4,58,71," ",100yr7525," ",Loose," "," "," "," "," "," "," "," ",None,Granular," ","Very fine"," "," "," "," ",Weakly,Strong
271,1927,5,71," "," ",100yr7050," ",Loose," "," "," "," "," "," "," "," ",None,Granular," ","Very fine"," "," "," "," "," ",Strong
272,1928,1,5,0," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","Very weak"
273,1928,2,0,15,100yr2010,100yr2010,Hard,Friable," "," "," "," "," "," "," "," ",Moderate,Granular," ",Fine," "," "," "," "," ",Weak
274,1928,3,15,23,100yr3010,100yr5010,"Slightly hard",Friable," "," "," "," "," "," "," "," ",Weak,Granular," ",Fine," "," "," "," "," ",Strong
275,1928,4,23,51,"025y 5020",100yr6030,Soft,Friable," "," "," "," "," "," "," "," ",Weak,Granular," ",Fine," "," "," "," ",Weakly,Moderate
276,1928,5,51," ","025y 4040",100yr7020,"Slightly hard",Friable," "," "," "," "," "," "," "," ",Moderate,Granular," ",Fine," "," "," "," ",Weakly,Moderate
277,1929,1,20,0,100yr3020,100yr3520," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","Very weak"
278,1929,2,0,15,100yr3015,100yr3010,Soft,Friable," "," "," "," "," "," "," "," ",Weak,Granular," ",Fine," "," "," "," "," ",Weak
279,1929,3,15,56,"050y 6020","050y 7020","Slightly hard"," ",Plastic," "," "," "," "," "," "," ",Weak,Granular," ",Fine," "," "," "," "," ",Weak
280,1929,4,56," ",100yr8010,100yr8010,Loose,Loose," "," ",Common," "," "," "," "," ",None,"Single grained"," "," "," "," "," "," "," ","Very weak"
281,1930,2,0,8,100yr3015," "," ","Very friable"," "," "," "," "," "," "," "," ",Weak,Granular," ",Coarse," "," "," "," "," "," "
282,1930,3,8,15,050yr4040," "," ",Friable," "," "," "," "," "," "," "," ",Strong,"Angular blocky"," ",Medium," "," "," "," "," ","Very weak"
283,1930,4,15," "," ",100yr7035," ",Loose," "," "," "," "," "," "," "," ",None,"Single grained"," "," "," "," "," "," "," ",Strong
284,1931,1,0,25,100yr2010," "," ","Very firm"," "," "," "," "," "," "," "," ",None,Prismatic," ",Coarse," "," "," "," "," "," "
285,1931,2,25,33,100yr4040," "," ",Firm," "," "," "," "," "," "," "," ",None,"Sub-angular blocky"," ",Medium," "," "," "," "," "," "
286,1931,3,33,46,100yr7020," "," "," "," "," "," "," "," "," "," "," ",None,"Single grained"," "," "," "," "," "," "," ",Weak
287,1931,4,46," ",100yr6040,100yr7060," "," "," "," "," "," "," "," "," "," ",None,"Single grained"," "," "," "," "," "," "," ",Weak
288,1932,1,0,15,100yr2010," "," "," ",Plastic," "," "," "," "," "," "," ",Moderate,Granular," ",Fine," "," "," "," "," ","Very weak"
289,1932,10,198,213," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",Strong
290,1932,2,15,20,"050y 3010"," "," "," "," "," "," "," "," "," "," "," ",Moderate,"Sub-angular blocky"," ",Fine," "," "," "," "," ","Very weak"
291,1932,3,20,41,100yr2010," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","Very weak"
292,1932,4,41,76,"050y 4010"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",Weak
293,1932,5,76,86,"025y 4020"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",Weakly,Weak
294,1932,6,86,106," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",Weakly,Weak
295,1932,7,106,122," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",Weakly,Weak
296,1932,8,122,152," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",Weakly,Moderate
297,1932,9,152,198," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",Weakly,Moderate
298,1933,1,0,4,100yr2010," "," ","Very friable"," "," "," "," "," "," "," "," ",Moderate,Granular," ",Coarse," "," "," "," "," "," "
299,1933,2,4,8,100yr5520," "," ","Very friable"," "," "," "," "," "," "," "," ",Strong,Platy," ",Medium," "," "," "," "," "," "
300,1933,3,8,18,100yr4010," "," ","Very firm"," "," "," "," "," "," "," "," ",Strong,Columnar," ",Coarse," "," "," "," "," "," "
301,1933,4,18,41,100yr2010," "," ","Very firm"," "," "," "," "," "," "," "," ",Strong,Columnar," ",Coarse," "," "," "," "," "," "
302,1933,5,41,56,100yr2020," "," ","Very firm"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
303,1933,6,56,76,100yr2020," "," ","Very firm"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",Weakly,Weak
304,1933,7,76," ",100yr4535," "," ","Very firm"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",Weakly,Weak
305,1934,1,0,15,100yr2010," "," ",Friable," "," "," "," "," "," "," "," ",Moderate,Granular," ",Medium," "," "," "," "," ",Moderate
306,1934,2,15,36,100yr2020," "," ",Friable," "," "," "," "," "," "," "," ",Weak,Prismatic," ",Medium," "," "," "," "," ",Weak
307,1934,3,36,53,100yr3010,100yr4020," ",Firm," "," "," "," "," "," "," "," ",None,Massive," "," "," "," "," "," "," ","Very weak"
308,1934,4,53,66,100yr4020,100yr7010," "," "," "," "," "," "," "," "," "," ",None,Massive," "," "," "," "," "," "," ","Very weak"
309,1934,5,66,76,100yr4020,100yr7010," "," "," "," "," "," "," "," "," "," ",None,Massive," "," "," "," "," "," "," "," "
310,1934,6,76,91,100yr4020,100yr7040," "," "," "," ",Common," "," "," "," "," ",None,Massive," "," "," "," "," "," "," "," "
311,1934,7,91," "," "," "," "," "," "," "," "," "," "," "," "," ",None,Massive," "," "," "," "," "," "," "," "
312,1936,1,0,20," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
313,1936,2,20,50,"050y 3520"," "," ",Friable," "," ",Many," "," "," "," "," ",Weak,Granular," ",Fine," "," "," "," "," ",Weak
314,1936,3,50,70,"050y 4020"," "," ",Friable," "," ",Many," "," "," "," "," ",Weak,Granular," ",Fine," "," "," "," "," ",Weak
315,1936,4,70,110,"050y 5020"," "," ",Loose," "," ",Many," "," "," "," "," ",None,"Single grained"," "," "," "," "," "," "," ",Weak
316,1937,1,0,20,100yr2010,100yr3010," ",Firm," "," "," "," "," "," "," "," ",Moderate,Granular," ",Fine," "," "," "," "," "," "
317,1937,2,20,31,100yr2010," "," ",Firm," "," "," "," "," "," "," "," ",Strong,Granular," ",Coarse," "," "," "," "," ","Very weak"
318,1937,3,31,61," "," "," ",Friable," "," "," "," "," "," "," "," ",None,Massive," "," "," "," "," "," "," ",Weak
319,1937,4,61,91," "," "," ",Friable," "," "," "," "," "," "," "," ",None,Massive," "," "," "," "," "," "," ",Moderate
320,1937,5,91,122," "," "," "," ",Plastic," ",Common," "," "," "," "," "," "," "," "," "," "," "," "," "," ",Moderate
321,1937,6,122," "," "," "," "," ",Plastic," ",Common," "," "," "," "," "," "," "," "," "," "," "," "," "," ",Moderate
322,1938,1,3,0," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
323,1938,2,0,10,100yr2010,100yr2010,"Slightly hard",Friable," "," "," "," "," "," "," "," ",Moderate,Granular," ",Medium," "," "," "," "," "," "
324,1938,3,10,18,100yr3020,100yr4010,"Slightly hard",Friable," "," "," "," "," "," "," "," ",Moderate,Granular," ",Medium," "," "," "," "," "," "
325,1938,4,18,51,100yr6520,100yr8010,Hard,"Very friable"," "," "," "," "," "," "," "," ",Weak,Granular," ",Fine," "," "," "," "," "," "
326,1938,5,51," ",100yr4010,100yr5020,Hard,Firm," "," "," "," "," "," "," "," ",Moderate,"Sub-angular blocky"," "," "," "," "," "," "," "," "
327,1939,1,0,13,100yr2510,100yr4010,Loose,"Very friable"," "," "," "," "," "," "," "," ",Weak,Granular," ",Fine," "," "," "," "," ",Weak
328,1939,2,13,23,100yr4020,100yr5010,Loose,Loose," "," "," "," "," "," "," "," ",Weak,Granular," ",Fine," "," "," "," "," ",Weak
329,1939,3,23,53,100yr7040,100yr8040,Loose,Loose," "," "," "," "," "," "," "," ",None,"Single grained"," "," "," "," "," "," "," ",Moderate
330,1939,4,53,84,100yr7040,100yr8040,Loose,Loose," "," "," "," "," "," "," "," ",None,"Single grained"," "," "," "," "," "," "," ",Moderate
331,1939,5,84," ",100yr4040," ","Slightly hard",Friable," "," "," "," "," "," "," "," ",Moderate,Granular," ",Fine," "," "," "," "," ",Weak
332,1940,1,0,15,100yr3020,100yr4510,Loose,"Very friable"," "," "," "," "," "," "," "," ",Weak,Granular," ",Fine," "," "," "," "," ",Weak
333,1940,2,15,31,100yr3020,100yr4020,Soft,"Very friable"," "," "," "," "," "," "," "," ",Moderate,Granular," ",Fine," "," "," "," "," ",Weak
334,1940,3,31,61,100yr2020,100yr3020,Soft,"Very friable"," "," "," "," "," "," "," "," ",Moderate,Granular," ",Fine," "," "," "," "," ",Weak
335,1940,4,61,91,100yr3030,100yr4030,Soft,"Very friable"," "," "," "," "," "," "," "," ",Moderate,Granular," ",Fine," "," "," "," "," ",Moderate
336,1941,1,0,15,100yr3020,100yr4510,Hard,Friable," "," "," "," "," "," "," "," ",Moderate,Granular," ",Fine," "," "," "," "," ","Very weak"
337,1941,2,15,31,100yr4020," ",Hard,Friable," "," "," "," "," "," "," "," ",Moderate,Granular," ",Fine," "," "," "," "," ",Weak
338,1941,3,31,61,100yr4020," ",Hard,Friable," "," "," "," "," "," "," "," ",Weak,Granular," ",Fine," "," "," "," "," ",Weak
339,1941,4,61," ",100yr2510," ",Hard,Friable," "," "," "," "," "," "," "," ",Moderate,Granular," ",Fine," "," "," "," "," ",Weak
340,1942,1,5,0," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","Very weak"
341,1942,2,0,10,100yr2010,100yr3010," ","Very friable"," "," "," "," "," "," "," "," ",Weak,Granular," ",Fine," "," "," "," "," ",Weak
342,1942,3,10,20,100yr7020,100yr8020," ",Loose," "," "," "," "," "," "," "," ",Weak,Granular," ",Fine," "," "," "," "," ",Strong
343,1942,4,20," ",100yr6030,100yr7020," ",Loose," "," "," "," "," "," "," "," ",Weak,Granular," ",Fine," "," "," "," "," ",Strong
344,1943,1,1,0," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
345,1943,2,0,3,100yr3020,100yr3020," ","Very friable"," "," "," "," "," "," "," "," ",Weak,Granular," ",Fine," "," "," "," "," "," "
346,1943,3,3,5,100yr4520,100yr5510,Loose,Friable," "," "," "," "," "," "," "," ",Weak,Granular," ",Fine," "," "," "," "," "," "
347,1943,4,5,13,100yr4030,100yr3030,"Slightly hard",Firm," "," "," "," "," "," "," "," ",Moderate,"Sub-angular blocky"," ",Fine," "," "," "," "," "," "
348,1943,5,13,15,"025y 5020"," ","Slightly hard",Firm," "," "," "," "," "," "," "," ",Weak,"Sub-angular blocky"," ",Fine," "," "," "," "," ","Very weak"
349,1943,6,15," ",100yr6020,100yr7010,Loose,Friable," "," "," "," "," "," "," "," ",None,Massive," "," "," "," "," "," "," ",Strong
350,1944,1,8,0,050yr2020,100yr2010," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ",Weak
351,1944,2,0,10,100yr3010,100yr4010," "," "," "," "," "," "," "," "," "," ",None,"Single grained"," "," "," "," "," "," "," ",Moderate
352,1944,3,10,31,100yr5015,"025y 5020"," "," "," "," "," "," "," "," "," "," ",None,"Single grained"," "," "," "," "," "," "," ",Strong
353,1944,4,31," ","025y 7040","025y 8040"," "," "," "," "," "," "," "," "," "," ",None,"Single grained"," "," "," "," "," "," "," ",Moderate
354,1945,1,0,10,100yr3020," ","Slightly hard",Friable," "," "," "," "," "," "," "," ",Weak,Granular," ",Fine," "," "," "," "," ",Weak
355,1945,2,10,25,100yr3020," ","Slightly hard",Friable," "," "," "," "," "," "," "," ",Weak,Granular," ",Fine," "," "," "," "," ",Weak
356,1945,3,25,43,"050y 4510"," ","Slightly hard",Friable," "," ",Common," "," "," "," "," ",None,"Single grained"," "," "," "," "," "," "," ",Moderate
357,1945,4,43,61,"050y 4510"," ","Slightly hard",Friable," "," ",Common," "," "," "," "," ",None,"Single grained"," "," "," "," "," "," "," ",Weak
358,1945,5,61," ","050y 5010"," ",Soft,"Very friable"," "," ",Common," "," "," "," "," ",None,"Single grained"," "," "," "," "," "," "," ",Weak
359,1946,1,0,3,100yr2010," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "
